,artist_id,track_id
50,13y7CgLHjMVRMDqxdx0Xdo,2G1tXoGBaEMJ7FKGnkf6ud
51,0du5cEVh5yTK9QJze8zA0C,2G1tXoGBaEMJ7FKGnkf6ud
52,46SHBwWsqBkxI7EeeBEQG7,2G1tXoGBaEMJ7FKGnkf6ud
53,5CiGnKThu5ctn9pBxv7DGa,7FGq80cy8juXBCD2nrqdWU
54,26VFTg2z8YR0cCuwLzESi2,7FGq80cy8juXBCD2nrqdWU
55,6LuN9FCkKOj5PcnpouEgny,7FGq80cy8juXBCD2nrqdWU
56,66CXWjxzNUsdJxJ2JdwvnR,4T652DlATVHe0jdLKaN3Bw
57,15UsOTVnJzReFVN1VCnxy4,3ee8Jmje8o58CHK66QrVC2
58,246dkjvS1zLTtiykXe5h60,7dt6x5M1jzdTEt8oCbisTK
59,1pPmIToKXyGdsCF6LmqLmI,79OEIr4J4FHV0O3KrhaXRb
60,0cGUm45nv7Z6M6qdXYQGTX,7e4KQkp5ZR1gXCAalRjX6B
61,7c0XG5cIJTrrAgEC3ULPiq,7e4KQkp5ZR1gXCAalRjX6B
62,0iEtIxbK0KxaSlF7G42ZOp,1fewSx2d5KIZ04wsooEBOz
63,2hlmm7s2ICUX0LVIhVFlZQ,1fewSx2d5KIZ04wsooEBOz
64,6Ad91Jof8Niiw0lGLLi3NW,4mGdjNMo0RonTlOEb7cYg4
65,26VFTg2z8YR0cCuwLzESi2,4mGdjNMo0RonTlOEb7cYg4
66,4exLIFE8sISLr28sqG1qNX,4mGdjNMo0RonTlOEb7cYg4
67,31W5EY0aAly4Qieq6OFu6I,0jAfdqv18goRTUxm3ilRjb
68,5LHRHt1k9lMyONurDHEdrp,0jAfdqv18goRTUxm3ilRjb
69,4DdkRBBYG6Yk9Ka8tdJ9BW,0jAfdqv18goRTUxm3ilRjb
70,1HY2Jd0NmPuamShAr6KMms,2VxeLyX666F8uXCJ0dZF8B
71,4VIvfOurcf0vuLRxLkGnIG,2VxeLyX666F8uXCJ0dZF8B
72,69GGBxA162lTqCwzJG5jLp,11cDEev79fPKi6uJCjUhu8
73,5Rl15oVamLq7FbSb0NNBNy,11cDEev79fPKi6uJCjUhu8
